,level_0,Sentence,Polarity_Classification
8711,8417,평점 왜이럼 ??,Positiva
8712,128050,세상에 재미없는 영화 여기있수다 알바쩐다,Negativa
8713,54903,지구가 예술이다. 소중한 것이 소멸되고 있는 안타까움. 티슈한장 쓰는데도 마음이 걸린다.,Positiva
8714,95192,"초딩때 이 영화를 처음보고, 그때 당시에도 할러데이 보면서 정말 멋지다라고 느꼈었는데. 세월이 지난 지금봐도 할러데이의 창백한 모습은 정말 폭풍 간지다. ㄷㄷ",Positiva
8715,91869,어마어마하게잼있딘 꼬꼭보시길 놓치면 후회함,Positiva
8716,87831,좋은영화 평점이 아쉽다,Positiva
8717,135412,의리없는 댄서,Negativa
8718,104205,시나리오 진짜 개나소나쓰냐?? 이딴개 대상작???ㅋ,Negativa
8719,38482,"완벽한 사람은 없고, 모두 가슴한켠에 어두운 부분이있다",Positiva
8720,113676,수준낮은 초딩 영화.. 인디아나 존스와 이후의 대작? 웃기고 있네.. 절대 보지마세요,Negativa
8721,74996,이별이 내 문제만이 아니였달까. 위로. 나와 맞는 그대를 위해 용기 한 걸음. 설정은 없고 자연스러운 유머가 흐를 때 아 이 사람이구나 생각.,Positiva
8722,107909,아또 줌장난 입니까?ㅡㅡ,Negativa
8723,45663,오랜만에 볼만한 괴수영화였다.,Positiva
8724,4052,핵에환장하는.,Positiva
8725,99287,도대체 프랑스는 요새 스릴러 왜이러니..;;,Negativa
8726,118288,말이 필요없다.,Negativa
8727,167603,"철학,예술을 좋아하는 내가 이런점수를 주게될줄이야ㅡㅡ",Negativa
8728,8525,콜린 퍼스라는 여자들의 완벽한 판타지.,Positiva
8729,21398,^^,Positiva
8730,94670,마음이 아련하네요.. ㅜㅜ,Positiva
8731,182615,별하나를 드리는 이유는 엔딩의 허무함을 논하자면 아까우나배우들의 액션합은 약간 어색한 장면도 있지만 고수들이나 주인공신에서는 아주 사실적이라 별 하나 드립니다.,Negativa
8732,37662,어차피 반전예상은 절대 못할거니까 걍 맘편하게 보셈,Positiva
8733,192766,내 생애 최악의 한국공포영화.. 영화라 하기에도 그렇다 걍 동영상,Negativa
8734,62714,감동물결~~~소아암과싸우고계신분들~꼭이겨내세요!,Positiva
8735,122193,"어휴..불체자 옹호하는 영화.,.",Negativa
8736,46568,사실 멧 데이먼 고향은 삼성동이고 영화를 좋아하죠 ^^,Positiva
8737,141042,ㅜ,Negativa
8738,147679,잼잇,Negativa
8739,87975,평점 올리려 로긴했다. 이런 수작을 이제야 봤다니!!,Positiva
8740,102378,추격신만이 돋보임,Negativa
8741,158674,암만 영화지만 사람을 잡아다가 그토록잔인하게 대했다 설정이..작가와 감독의 머리속이 의심스럽다나쁜놈들이 보고 배울까 겁난다,Negativa
8742,162086,"오랑""""""""개 녀석들 주제에 무슨,. 리뱌? 듣보잡국,...;; 영국 이탈리아가 이 전쟁에 참여""""",Negativa
8743,191418,추천에 낚인? 5회부터 재미있나?.. 본인의 4회에서 끝마침.,Negativa
8744,16040,우리가~ 무엇을~좋아하는지~ 어른들은 몰라요~,Positiva
8745,36793,굉장히 재밌네요~~!,Positiva
8746,53166,재미는 있었는데 포스터가 없었네요...,Positiva
8747,70471,ㄴㄴ 재밌어요 ㅋㅋㅎ추천,Positiva
8748,95548,나의 동심과 함께하는 영화,Positiva
8749,74798,폴뉴먼과ㅣ 젊은 브루스,Positiva
8750,55629,원작을 보세요 1~6점준 비읍시옷들아^^,Positiva
8751,186372,범인외에 먼저 죽인사람들은 살해 명분이 너무 빈약하지 그래서 모성애보단 싸이코패스에 가깝게 되버린,Negativa
8752,44685,아이들이보기에 괜찮아요여자어른이 보기엔 징그러운 곤충들이 더러있어요,Positiva
8753,101059,진상 허접 저질 막장 사이코 드라마. . 같은 내용 다른 대사로 몇주를 끄시나요 우물 안에 갇힌 드라마 작가님 책좀 많이 읽고 견문도 넓히고 인생 경험도 많이 해보슈 이런 수준으로 방송 작가 된것도 이해불가,Negativa
8754,108526,난 이거보면 오바이트가 쏠려서.. 죄송,Negativa
8755,163387,이영화가 10점은 무리수지;;; 나랑 합쳐서 8.8 하자,Negativa
8756,21406,영국의 가장 핫했던 역사를 재밌게 그려내다 조나단 리스 마이어스 최고의 연기,Positiva
8757,88137,눈물나는 공포영화다.,Positiva
8758,73737,"역시 코믹액션은 성룡, 홍금보, 원표 삼인방이 최고지!!",Positiva
8759,57639,박선영 매력 폭발 열자열자,Positiva
8760,72668,어린 나이에 너무 많은 걸 알게되는 듯... 가슴아프다,Positiva
8761,69983,월요일밤 10시 영화 였습니다. 둘이서 전세낸것처럼봤네요. 대단히 잘봤습니다.,Positiva
8762,155511,으헝 재미없겠디,Negativa
8763,10144,개츠비역의 디카프리오는 탁월한 선택이었던 듯... 책의 내용을 잘 살린 것 같다.,Positiva
8764,195185,불륜영화 보는 내내 더럽고 역겨워서 결국 다 안봤음. 연기자가 스테프의 노력과 땀을 똥으로 만든 영화,Negativa
8765,109499,황비홍의 위신을 땅바닥으로 그냥 팍,Negativa
8766,12174,제법 집중해서 볼수 있는 스릴러,Positiva
8767,90954,장그래 극장판. 우리는 어떻게 흘러가고 있는가...,Positiva
8768,21204,잼따,Positiva
8769,171784,그림도 심심하고...내용도 지루하고..어른..아이할거없이하품하다 중간에 나오긴 처음인 영화네요...,Negativa
8770,107472,허접한 CG와 재미없는 전개.,Negativa
8771,88020,독일 영화의 편견을 깬 최고의 영화,Positiva
8772,43070,뭐라표현할 언어가^^;;,Positiva
8773,140262,파주주의 기묘한 모험이다.,Negativa
8774,107267,덕분에 좋은 성교육을 배웠다.,Negativa
8775,143197,이건 반전이 아니라 억지다...,Negativa
8776,30551,헐,Positiva
8777,111590,웃을때가 전혀 없다 짜임새도 색다른 맛도 상실,Negativa
8778,117676,먼말인지 모르겠고 잠만온다ㅠㅠ,Negativa
8779,30550,진짜 보면서 엄청 울었어요...너무 좋아해요ㅠㅠㅠㅠ,Positiva
8780,38757,하바나블루스 영화 음악 완전 좋습니다. 강추...,Positiva
8781,145219,음향담당 누구야..애니에도 안 넣는 효과음...안드로메다로 가는 영화 내용은 대체..,Negativa
8782,32151,보통 감성의 소유자라면 눈물이 ㅜㅜ,Positiva
8783,130300,"뭔가 감동적인걸 만드려 했겠지만, 연출 시나리오 연기 다 별로.",Negativa
8784,80865,"아바타가 이걸보고 베낄만하네,,,, 잘만들었다~ 정말",Positiva
8785,40178,무조건 봐야한다 무조건,Positiva
8786,71395,엘레나와 같은 여자를 만나고 싶다. 에메처럼 성실한 사랑도 해보고 싶고...,Positiva
8787,181199,(일본)밀레니엄고지라시리즈중가장졸작으로불리우는덩치만큰스케일?의 고지라시리즈,Negativa
8788,110964,진짜 OOO기...돌려본 시간도 아깝다..,Negativa
8789,123856,여주인공 맡은 배우가 너무 매력이 없어.,Negativa
8790,163379,노골적인 이야기는 잠시 집어넣어 줬다면.,Negativa
8791,9406,더 스타일 창립35 주년 행사중 이달의 사원 시간에 고백 최고였어요~~!!!,Positiva
8792,92710,우주의 지평에서 인간 존재의 윤리를 묻는 지극히 아름다운 오디세이아다.,Positiva
8793,146751,이 영화는 정직한 '리메이크' 영화다.,Negativa
8794,67244,옛날껀데 괜춘한데 ㅎㅎ,Positiva
8795,151233,네 다음 선동영화ㅋㅋㅋㅋ,Negativa
8796,10427,매순간마다 사고의 허를찌르는 쾌감에 중독되어버린다.,Positiva
8797,12390,어릴때 보고 재밌어서 또봄.!!미나이뻐요 ㅠㅠ,Positiva
8798,46837,완존 귀여워요~~~~~,Positiva
8799,120052,그 영화가 B급이든 아니든 간에 정말로 액션영화를 좋아한다면 즐겁게 볼수 있을듯.,Negativa
8800,144115,좁은공간 ...폰부스가 생각나지만...,Negativa
8801,192399,ㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈ,Negativa
8802,125877,내가 찾고 찾던 그 천하의 졸작,Negativa
8803,68784,정말 너무 따뜻한 시트콤이에요 안 끝났으면 좋겠어요 ㅠㅠ,Positiva
8804,78482,김민종의 도전정신에 올인!!,Positiva
8805,9507,마지막에 어린 제트가 나올때 이미 눈물이 주르륵 주르륵 내려오딥다...,Positiva
8806,168682,ㅋㅋㅋㅋㅋㅋ 난잡하고..캐스팅만 화려한..저 사람들이 무슨 생각으로 이 영화에 나왔는지 이해 안가는..막장 영화 ㅋㅋㅋㅋ 어떤 사람은..나와서..쓰레기통에 분풀이 하던..ㅋㅋㅋㅋㅋㅋㅋ,Negativa
8807,2257,보는 내내 소름돋앗다저 영화의 배경들이 너무아름답다저시대를 살아보고싶다,Positiva
8808,112769,제시카 알바언니 보려고 봤더니언니는 그닥 나오지 않고 제시카 알바는 정말 예쁘다.,Negativa
8809,58715,충분히 재밌어요 흡인력 하나는 대단했던 영화,Positiva
8810,43926,쥬세페 토르나토레 감독의 새로운 걸작,Positiva
8811,716,한국 의리 시리즈 첫번째 작품 !!,Positiva
8812,40950,ㅎ나름 볼만 했어요~^^,Positiva
8813,113946,내 불면증을 해결해줌.,Negativa
8814,188556,황비홍 최고 졸작... 왕정감독! 왜 황비홍을 오락영화로 전락시켰는가!,Negativa
8815,126081,"연기도 안돼, 메시지도 없어, 영상미도 없어, 구성도 개판.. 이따위를 영화라고..",Negativa
8816,42406,평점 올려야 한다. 8점중반은 받아야함,Positiva
8817,110451,"드라마, 미스터리, 멜로/애정/로맨스, 스릴러.... 아니 이게 무슨 개족보 장르임",Negativa
8818,134277,복수전인지 코미디인지 분간이 안가는 드라마,Negativa
8819,58580,대박 재미있어요!!!!,Positiva
8820,158454,뭔가 되게 거창한데 겉만 그렇다고해야되나 속은 빈거같았음,Negativa
8821,103197,휴...상업영화면 상업영화답게 찍어야 하는데....그냥 로드무비이고 괴물은 그냥 맛배기가 다인 영화 정말 지루함,Negativa
8822,114742,니콜의 연기만으로 보자면 10점만점을 주겠으나 영화를 보는 내내 스토리전개가 매우 답답하고 마지막의 여운이 뭘 말하고자 하는지도 모를 정도로 감독 지맘대로 만든 영화라는 느낌이 전부인 영화입니다. 굳이 극장까지 가기엔 모호한...,Negativa
8823,39798,사랑에힘들어하는이들에게추천해주고싶은사랑이야기,Positiva
8824,3178,여배우의 큰 눈에 정말 많은걸 담고 있네요,Positiva
8825,145823,"아들을 살리려다 헤어지고, 만나려다 죽게만든 이야기",Negativa
8826,62228,평1번더,Positiva
8827,82906,"쟝르 파괴, 관객을 농락하는 스토리전개, 그들의 똥폼에 한 표~",Positiva
8828,41293,요즘 보기드문 가족영화더군요 굿,Positiva
8829,62193,"오오 하비에르 바르뎀,,,",Positiva
8830,137050,영화 찍어서 혼자 볼라면 이 양반처럼 찍어라. 예술도 정도껏 해야지 예술로 봐주지.,Negativa
8831,73903,엄청~!너무나!~~ 재미있네요~!,Positiva
8832,36214,^^,Positiva
8833,124326,출발은 좋았으나 개망. 뚱한 표정 한가지로 모든 연기를 하는 김동완. 지겹고 또 지겹다. 현실성 없는 러브라인. 그 러브라인 만드려고 희생된 최정윤.,Negativa
8834,114587,어휴.....,Negativa
8835,62998,"처음엔 유치한 코미디영화로 보였으나, 나중엔 진정한 가족의 사랑이 느껴졌다",Positiva
8836,114604,마이클 더글러스의 흑역사,Negativa
8837,189086,무한도전을 따라갈수없어..,Negativa
8838,149909,재미없음....감정흐름도이상하고 억지스럽고 무엇보다 매용이너무뻔하고 진부하잖습니까,Negativa
8839,147703,한국말로 했으면 더웃겼을텐데,Negativa
8840,182744,사람들이 명작이라고 칭송해서 봤구만 웃음만 나온다 ㅋㅋㅋ 이러니까 영화가 망하지 ㅋㅋ 역시 관객들의 눈은 정확해 ㅋㅋ 머? 포스터때문에 망했다고? 참나 웃겨가지고 영화보고도 그런말이 나올까?,Negativa
8841,116992,이게 왜 7점대지 여러분도 바흐치면 섀도우헌터가 될 수 있습니다 그나마 2점 준 이유는 릴리 콜린스 때문,Negativa
8842,117268,"원수에서 친구, 애인애서 원수 다시 친구,애인, 인간말종 개과천선을 무한반복하는 조악한 스토리라인때 문에 등장인물들간 감정선을 시청자가 따라가기 벅찬드 라마. 코미디 소재로 쓰기 딱 좋다.",Negativa
8843,90740,개굿,Positiva
8844,96112,너무 재미잇게 봣네요 ㅋㅋ 보는 내내 배꼽 빠져 죽는줄 알앗슴 ㅋ 90년대 이런 코메디 명작이 잇엇다니 ㅋ,Positiva
8845,167643,은정진차역겹다 하...,Negativa
8846,146422,영화를 단 한문장으로 요약해주겠다. 중국이 짱이다!!!,Negativa
8847,123765,주인공이 보면 볼 수록 억울하게 생겼다. 좀 더 제대로된 배우와 연출로 만들었으면 괜찮았을지도.,Negativa
8848,94289,아이들이 보기에 적당한 만화입니다.,Positiva
8849,119667,뭐랄까 재미도 없는데 연출이 군데 군데 거슬리는 부분이 많아서 짜증난다 유머러스한척하는데 유머도 구림,Negativa
8850,111602,책은 재밌는데.... 영화는 젓같다.,Negativa
8851,21147,어렸을때 봤는데 재밌었다,Positiva
8852,152464,액스맨이라 별두개 .. 솔직히 이것두 주기싫다톡까놓구 시리즈중 재미와 스케일 떨어진다다음편 기대는됀다 하지만 졸렸다 말다한 영화,Negativa
8853,18882,재미있습니다. 이렇게 재미있는 영화를 쓰레기 취급하는 사람들 .... 니들은 뽀로로나 봐라.,Positiva
8854,121483,씹노잼ㅋ10자이상..흑흑,Negativa
8855,195337,영화감독님 최고에요.. 저 이제 영화가 보기 싫어질라해요 ㅋ,Negativa
8856,141134,아름다운 아내는 어디에..? 유럽영화 좋아하는데 이건 원작을 따라가려했던건지 각색하려햤던건지 이도저도 아닌 영화가 됐다. 감독 필모그래피 보아하니 당연한 결과인가,Negativa
8857,25197,갠적으로 맘에 들어.. 내 스타일이야.,Positiva
8858,143628,애들이좋아할것같군...............,Negativa
8859,103253,여군특집너무시끄럽다,Negativa
8860,104590,팀 버튼의 전작에 비해 망작은 아니다만 고만고만한 정도.,Negativa
8861,13829,1이랑 2 안봐도 3보면 쳐우는 OO쩌는영화,Positiva
8862,76830,재밌는데,Positiva
8863,166745,정작 중요한 건 짚어내지 이리저리 주위만 헛도는 아쉬운 스릴러,Negativa
8864,99020,음.. 그래픽 잘만들었긴하지만 내스타일아니고 스토리는 신선하지만 아무리 애니라도그렇지 ㅡㅡ 어린애가 무슨 말보다빠르고 싸우는능력도 엄청좋고 과장을 심하게한듯 그래픽과 이런설정때문에 몰입을 못했다,Negativa
8865,157621,연예인 마케팅 ㅁㅈㅎ,Negativa
8866,113987,...,Negativa
8867,183601,최악의 장국영 대체자 감독 조카인가?,Negativa
8868,155723,재미없다.,Negativa
8869,161125,매력적이지 못한 이야기 너무재미없다,Negativa
8870,123471,모니...이거? 잼없다... 그냥 하찮다는...,Negativa
8871,170695,이걸 영화라고 할 수 있을까? 배우들은 장난치듯 연기하고 몇몇은 글을 읽는다..전체적 짜임새도 없고 어디서 본듯한 장면은 짜맞춰 놨다..,Negativa
8872,133231,만든이유가 뭐야?,Negativa
8873,177461,그의 무술실력에 10점만점.그러나 영화의 극악무도한 완성도에 -9점정도는 기본이다.,Negativa
8874,75192,"단순한 폭력물이아닌, 큰 따쓰함을 남기는 전형적인 한국 코메디!",Positiva
8875,171762,ehwj 스포좀 하지마라 씨발 좀 패죽이기전에,Negativa
8876,133510,그냥 솔직히 졸림( 졸렷다는건 말 다함) 그냥 나중에 무료로 나오면 보삼 보는내내 긴장도 없구 스토리도 막바지되니까 대강 짜맞춰서 만든 듯그냥 돈 내구 보지마삼,Negativa
8877,171994,아나 왜 미군 의도대로는 다되고 독일군 의도되론 안됨?아주 말도 안된다 어이없음,Negativa
8878,6889,콩그레츄레이숀,Positiva
8879,88868,평식이 지나 그리고 다은이 이것 셋은 좀 모자라거나 눈이 사시임이 분명.,Positiva
8880,54405,영화 내용이야 영화 보기 전에 알고 있었고... 그래도 넓은 화면으로 사진을 보고 살가두의 음성을 듣는 것만으로도 만족이 되는 영화. 아쉬운 점은 살가두 작가의 작업현장보다는 나레이션이 많은 점 정도..,Positiva
8881,44097,이런게 진짜 액션이지!!,Positiva
8882,64063,콘택트 부터 시작해서 이런 영화 만 찾아봤는데 난 왜 이제서야 봤을까,Positiva
8883,176048,두 시간 반 동안 잠이 온 영화가 아니라 잠을 청한 영화. 에밀 쿠스트리차 때도 레오스 카락스 때도 그렇지는 않았다. 예술 영화로 포장하려하였지만 기획 편집 구성 카메라웍 모두 엉망이다. 파리오페라단 예술감독이 용역사 주고 그냥 만든 느낌.,Negativa
8884,48585,영상미 음악 최고 몰입도 최고 평범한 복수극 일꺼란 생각은 영화가 시작되고부터 사라진다,Positiva
8885,44923,록키는 무조건 10점줘야함,Positiva
8886,142119,그래 재미있지가 않다. 문제야 그게,Negativa
8887,81546,이거 진짜 보고싶어서 엄청 찾아다녔는데ㅜㅜㅜㅜ,Positiva
8888,125831,CF를 미공개판?,Negativa
8889,42861,너무 멋진 영화에요 ^^*,Positiva
8890,135002,재미없음,Negativa
8891,182527,"웃기긴웃겼는데, 웃기는비중이 너무적다. 코미디면 스토리보다 웃기는 비중에 신경써야하지않을까?",Negativa
8892,180795,낚시?,Negativa
8893,48559,정말 최고의 드라마 입니다. 엄청난 대작!,Positiva
8894,140161,지루하지는 않은데 완전 막장임... 돈주고 보기에는....,Negativa
8895,42925,이게 재미 없다고???????????,Positiva
8896,127820,"지루하다,7점 정도이다, 평점이 높다",Negativa
8897,31140,극장판 애니중에서 5순위 안에드는 진짜 잼있게 봤던 영화~ 배고픈 야생 동물들~,Positiva
8898,170378,평점이 안맞는 영화 처음이네,Negativa
8899,82755,최고의 드라마! 다시보고싶은 드라마입니다!,Positiva
8900,11576,최고의 영화이다. 마지막 장면은 평생가도 잊을 수 없다,Positiva
8901,187562,1점주기도 아까운영화 근데 이영화에 이런 평점이,Negativa
8902,157478,점수 너무 높아~ 별로 영~안좋았는데. 왜이렇게 점수가 높지,Negativa
8903,134786,스토리가 전혀 없음... 그래서 내관은 어쨌다는거고? 요동은 계속 막았다는건가? 늘어놓기만 하고 얘기가 전혀 없음....,Negativa
8904,104188,개보다못한놈들. 1점주기도 아깝다ㅉㅉ,Negativa
8905,110716,영화포스터에 낚였어 짜증나!,Negativa
8906,106158,영화와 견주기에는 작품성이 떨어짐,Negativa
8907,10269,고졸학력 장동민의 카이스트 우등생 오현민 압살하기!!진짜 너무재밌따,Positiva
8908,156219,보고있으면 화가나는 쓰레기같은 영화입니다.쿡티비에 무료로 떠서 봤는데 시간이 아깝네요.,Negativa
8909,140652,"연기력이 있을거란 착각속에 베드신도 어색, 로맨스도 어색, 무엇보다 우정출현들의 등장은 헐~~~",Negativa
8910,48088,"도입부 음악만 들어도 가슴 뭉클해지는 뜨거운 울림, 모든 면에서 완벽한 밀리터리물 종결판",Positiva
8911,141700,이게 그 유명한 웰컴투 인민군이냐?,Negativa
8912,182016,평점 맞추러 왔습니다,Negativa
8913,111495,별루,Negativa
8914,82836,"심형래주연작중 최고완성도인 영화, 그리고 이런 고전영화는 당시 관객수준을 고려해야됩니다 제작수준이 관객수준을 크게 상회할순 없죠 극장에서 박수치고 환호하던게 아직도 생생하네요 ㅎㅎ",Positiva
8915,137858,만화의 유치함을 스크린으로 그대로 재현하다. 만화와 영화의 차이를 여전히 모르는,Negativa
8916,117651,8세이상 관람불가.,Negativa
8917,70522,보면볼수록 무서운영화다... 스포츠는 물론 아이돌 따라다니는 빠순년들이 꼭봤으면 하는 영화...,Positiva
8918,135585,이거슨 연애물 ㅡㅡ;;,Negativa
8919,12473,저거재미있음꼭봐야되는영화임,Positiva
8920,17289,구성이 조금 더 짜임새가 있었으면하는 아쉬움이 있지만 웬지 끌리는 작품.,Positiva
8921,57965,이 시대 최고의 츤데레를 이 영화에서 확인 할수있다,Positiva
8922,151968,토할거같다 화면 흔들리는게,Negativa
8923,193982,대나무는 어디서 갑자기 난거에요?또 구라 방송하는거에요?대나무가 있을곳이 있나요? 그화면은 없던데,Negativa
8924,129653,"더럽게 재미없네.7 점준 것들은,진짜...M...창",Negativa
8925,191180,명대사 : 남의 집 열쇠 훔치는게 취미야?,Negativa
8926,43149,올만에 멜로 봤는데 찡~하네요 추천합니다!!,Positiva
8927,101833,은근히... 쫄았는데 보고 OO 욕만나옴,Negativa
8928,104933,발 로도 연기를 할수있다는 대단한 영화!!,Negativa
8929,161033,인생 첨으로 극장에서 졸았던 영화,Negativa
8930,179994,글쎄 돈 주고는 다신 안 보겠어,Negativa
8931,194321,딱 봐도 놈놈놈 분위기 배낀줄 알았는데 정작 분위기만 배끼고 내용은 없는,Negativa
8932,30104,각자 뭔가 숨겨진 사연들이 있지만 주먹밥 한개와 커피 한잔으로도 힐링이 되는 갈매기 식당,Positiva
8933,139303,영화의 부제 : 이대로 망할순 없다.,Negativa
8934,65169,주제의 높은 완성도,Positiva
8935,74635,어린 시절 가족과 극장에서 보고 나와서 집에 갈때까지 눈물을 참다가 집에와서 하염없이 눈물을 흘렸던 기억이... 새끼곰 한마리가 나에게 수많은 감동을 주었기에...,Positiva
8936,169386,아동 살인수준의 영화 /,Negativa
8937,134053,The Quest For Peace!,Negativa
8938,159229,재밌는데 평점 쫌만 낮추쟝,Negativa
8939,102307,장르의 혼합이 얼마나 어려운 것인지를 보여준다.,Negativa
8940,29776,브래드피트가 연기한 아킬레스는 너무나 섹시하다.,Positiva
8941,57562,생각없이 봤다가 감동하면서 전쟁에대해 생각했던 영화,Positiva
8942,125880,웃기시네 완전졸려,Negativa
8943,154100,개막장 오그리토그리영화 미국이 산사람들 나라면 다른나라들은 전부뒤졌단거냐? 존나 국뽕좌좀새끼가 만든것같다,Negativa
8944,21521,추천,Positiva
8945,12254,그 당시 브리짓트 닐슨의 갑빠만으로도...10점짜리다.ㅋㅋ(아!그 찬란한 갑빠의 유혹),Positiva
8946,48897,나이 먹어도 코난은 어릴 때 그대로 재미있네요,Positiva
8947,52509,"상대팀 감독이 수긍하여 자리를 비켜주는 것, 이 사회가 정도를 잃지 않는다면 아픔도 보듬을 수 있지 않을까요.",Positiva
8948,128948,재이없어 0점주고 싶어,Negativa
8949,33144,솔직히 90년대 영화들 bgm이 지금보다 훨낫다. 안목도 좋고 적재적소에 딱 넣어놓았어.,Positiva
8950,52918,전 정말 재밌게 보고 있는데 그렇게 막장인거 같지도 않고..,Positiva
8951,59970,어디로 갈껀데? 가면서 생각하지 뭐..,Positiva
8952,94398,2점 1점 준 멍청한쇄키들은머냐 소재좋고 잼있구만,Positiva
8953,54603,와최고ㅜㅜ20회동안 계속 흥미진진하면서 어떻게이렇게 구성도좋고 내용도 좋은지모르겠음ㅜㅜ 진짜재미있엉‥,Positiva
8954,10404,댄스 영화 계의 최고봉,Positiva
8955,82951,처음엔 '다큐멘터리? 재밌을까?' 했는데.. 꼭 보세요. 정신이 쏙 빠져서 봤어요.,Positiva
8956,26591,리차드 드레이퍼스의 연기만으로도 가치있는.,Positiva
8957,62076,내가 사랑하고픈 로맨스 지금껏최고의로맨스영화,Positiva
8958,26656,꿈속에서 뛰노는105분,Positiva
8959,3568,정말 눈물나네요ㅠㅠ MBC스페셜 노견만세가 생각난다는...,Positiva
8960,159085,어제 개봉?ㅋㅋㅋ,Negativa
8961,104338,친구를 잘 사귀자. 드웨인존슨과 리암햄스워스의 어떤 액션 케미를 기대했것만 ㅋㅋㅋ 포스터에 낚인. 그래도 그냥 킬링타임으로는 그냥저냥 잘봤네.,Negativa
8962,129770,ㅅㅂ 말이되나 ㅉㅉㅉ휴,Negativa
8963,16638,마이클베이는 이 때로 돌아가기를...,Positiva
8964,189108,완전 쓰레기 드라마 ㅡㅡ,Negativa
8965,97452,묻혀버린 명작들이 복원되고 있다... 굳...,Positiva
8966,23304,스텝업이건 스트리트댄스건 보는동안 즐거웠다면 그만,Positiva
8967,717,"최고의 청춘물. 그러나, 이규형이 좋은감독인줄 착각하게만든..",Positiva
8968,82669,2015.02.21 진켈리는 못하는게 뭘까. 50년대 뮤지컬이라니.. 최고,Positiva
8969,52060,비오는날의모습과 영상이 아름다웠던 영화어릴때 보고서 비오는 풍경이 아름다워서 봄비를 좋아하게되었다남주 여주 둘다 모두 여신 남신 이었음ㅋㅋ,Positiva
8970,69013,굳,Positiva
8971,20052,최고~,Positiva
8972,113521,스례기다,Negativa
8973,122693,조금씩 떨어진다,Negativa
8974,8168,혜성이 우주에서 움직이는 CG만 어색하지 나머지는 깜짝 놀랠 정도의 CG였다. 아마겟돈이 코미디 액션 SF라면 이건 드라마 SF라고 할 수 있겠네. 고증도 좋고 굳,Positiva
8975,71378,에로틱함속의 애절함을 볼수있는영화. 커피마실때 엉엉이 아니라 나도모르게 눈물이흘렀다.찡,Positiva
8976,147559,밍밍한 맛. 졸음이 몰려온다.,Negativa
8977,139572,진짜..원작에 똥칠했다는게 맞다..,Negativa
8978,111836,수다스런 여자들이 좋아하는 전형적인 C급무비,Negativa
8979,41045,보는 내내 입가에 미소가~,Positiva
8980,187945,말아버리자 작정한 듯...,Negativa
8981,12571,1편만큼은 높게 준다.,Positiva
8982,165686,덧글 처음 쓰는데 정말 시간 아깝다,Negativa
8983,65651,진짜강추합니다!!!!,Positiva
8984,27029,묻혀있던 수작이네요 재미있습니다.,Positiva
8985,23493,역시 진실이라는 것이 내 마음을 동 하게 한다. 연결이 거친게 아쉽다.,Positiva
8986,22577,다보고나서 오랫동안 기분좋은 영화 이거 정말 공감,Positiva
8987,25503,공유bb 잘만들었네요,Positiva
8988,170706,연관영화에 포레스트 검프는 뭐냐,Negativa
8989,31518,영화가 저평가 된듯해서..과한 평점주고 갑니다..초반의 지루함만 견뎌내면 정말 마지막에 통쾌할수있습니다..오랜만에 괜찮은 영화를 봤네요,Positiva
8990,47740,귀신분장이나 울음소리는 지금 다시봐도 무서울걸? 요즘 감독들 보고 반성 좀 하길..,Positiva
8991,168040,보다 잤음,Negativa
8992,74637,김명민. 그의 연기가 폭발하는 클래식 드라마.,Positiva
8993,116095,소재와 배우들은 매우 좋았지만 그에 대한 호기심을 채우려고 봤다가 영화는 신중하게 골라 봐야한다는걸 깨달은 영화. 뭔가 더 있을것만 같은 느낌으로 결국 없이 끝났다. 이걸 예술적이라고 해야하나 낭비라고 해야하나,Negativa
8994,54268,볼때마다 느끼는거지만 너무 감동적이다선율도 좋고,Positiva
8995,81248,잔잔하니 가슴이아프다..,Positiva
8996,83268,[강추]명작임: 코미디 아님 가족드라마 포스터때문에 실패한듯,Positiva
8997,94441,"못돼쳐먹었던 청년의 훌륭한 성장기~ 예전엔 그냥 웃기고 재미있는 영화라고 생각했고 성룡의 무술은 이소룡이 비하면 유치한수준인줄알았는데 완전 잘못봤다. 25살 성룡의 무술은 정말 신의경지고 완전 날아다닌다. 성룡, 당신은 최고입니다~!!",Positiva
8998,121903,참신한소재를허무하게날린감독의두뇌가의심스러움,Negativa
8999,181220,지루함의 극치,Negativa
9000,141081,"왠만해선평점같은거안올리는데,이건뭐쓰레기,음악,춤,배우가아주오감을썩게만든다.휴",Negativa
9001,181096,세익스피어가 이렇게 차별주의적인 사람이었다니..,Negativa
9002,30167,장예모 최고의 영화지,Positiva
9003,65944,가슴으로 보는영화!!!속이 알찬 영화!!!!,Positiva
9004,175177,"성인은 그냥 패스해도 좋을, 유아용 애니",Negativa
9005,37545,에피소드중 가장 싸움장면 많고 또 알아가는것도 많은듯,Positiva
9006,184376,영화봤으니 0점은 뭐하고...1점은받아라 ㅋㅋㅋ,Negativa
9007,141862,"대중영화로서 많이 지루하고, 공포물로서도 스릴감이 없다는게 치명적 단점. 우루과이 작품의 리메이크 버전으로 인상적인 원테이크 촬영과 올슨 몸매 구경이 그나마 포인트",Negativa
9008,171089,OOO기영화,Negativa
9009,185589,파워레인저보다 어설픈 몬스터 연기력 ㅋㅋ,Negativa
